AL	 5,777.24 
AL	 5,787.57 
AL	 5,434.95 
AL	 5,417.56 
AL	 5,658.33 
AL	 6,653.80 
AL	 5,834.74 
AL	 8,031.12 
AL	 6,113.38 
AL	 5,541.05 
AL	 5,461.57 
AL	 5,356.28 
AL	 5,374.65 
AL	 5,366.23 
AL	 5,282.93 
AL	 5,676.55 
AL	 5,930.11 
AL	 6,192.54 
AL	 4,968.00 
AL	 5,996.00 
AL	 5,710.31 
AL	 5,550.90 
AL	 4,987.26 
AK	 8,401.95 
AZ	 7,768.90 
AZ	 6,799.85 
AZ	 9,133.00 
AZ	 6,506.50 
AZ	 6,083.42 
AZ	 7,140.85 
AZ	 6,978.75 
AZ	 11,026.33 
AZ	 8,487.44 
AZ	 7,673.21 
AZ	 6,590.23 
AZ	 6,048.61 
AZ	 10,000.82 
AZ	 7,551.40 
AZ	 6,605.19 
AZ	 6,051.18 
AZ	 6,907.06 
AZ	 7,079.36 
AZ	 6,061.50 
AZ	 7,046.00 
AZ	 5,976.00 
AZ	 6,941.03 
AZ	 7,768.76 
AZ	 6,291.95 
AR	 5,811.56 
AR	 6,051.92 
AR	 5,509.00 
AR	 6,208.77 
AR	 6,153.21 
AR	 5,806.41 
AR	 5,496.31 
AR	 5,623.52 
AR	 5,575.00 
AR	 5,489.53 
AR	 6,529.00 
AR	 9,838.11 
AR	 5,968.44 
AR	 6,451.86 
AR	 6,163.03 
AR	 5,225.59 
CA	 8,227.14 
CA	 7,863.00 
CA	 9,438.00 
CA	 10,863.22 
CA	 7,449.80 
CA	 8,012.23 
CA	 6,967.73 
CA	 8,333.86 
CA	 7,562.26 
CA	 11,082.18 
CA	 7,188.90 
CA	 8,791.69 
CA	 8,009.17 
CA	 8,628.40 
CA	 7,471.70 
CA	 7,992.35 
CA	 8,894.85 
CA	 6,992.33 
CA	 7,548.76 
CA	 7,863.14 
CA	 6,710.81 
CA	 8,830.75 
CA	 7,714.13 
CA	 8,349.60 
CA	 12,355.85 
CA	 8,682.94 
CA	 8,104.38 
CA	 6,511.29 
CA	 7,122.00 
CA	 7,185.44 
CA	 8,294.93 
CA	 7,733.00 
CA	 8,766.83 
CA	 11,899.76 
CA	 8,668.09 
CA	 6,483.00 
CA	 10,671.64 
CA	 7,049.09 
CA	 8,180.00 
CA	 8,964.61 
CA	 16,744.82 
CA	 6,793.64 
CA	 8,526.00 
CA	 11,721.64 
CA	 9,044.00 
CA	 7,513.31 
CA	 6,967.23 
CA	 7,533.50 
CA	 7,309.81 
CA	 7,804.00 
CA	 12,396.29 
CA	 8,882.77 
CA	 6,770.06 
CA	 8,485.00 
CA	 9,882.15 
CA	 7,835.00 
CA	 6,719.38 
CA	 7,457.39 
CA	 6,519.71 
CA	 11,514.38 
CA	 6,496.42 
CA	 9,754.92 
CA	 7,244.28 
CA	 6,390.25 
CA	 7,199.80 
CA	 7,174.89 
CA	 7,852.00 
CO	 8,359.12 
CO	 7,578.63 
CO	 7,570.95 
CO	 6,259.96 
CO	 6,627.89 
CO	 6,945.57 
CO	 5,925.94 
CO	 6,119.68 
CO	 8,613.80 
CO	 6,517.68 
CT	 8,099.68 
CT	 8,025.13 
CT	 8,972.35 
CT	 6,675.90 
CT	 7,907.18 
CT	 7,002.68 
CT	 7,268.13 
CT	 8,417.00 
CT	 9,685.26 
CT	 7,333.66 
CT	 8,891.61 
CT	 7,815.20 
CT	 7,875.05 
CT	 8,566.43 
CT	 7,623.25 
DE	 7,494.76 
DE	 6,672.69 
DE	 7,217.19 
DC	 10,582.81 
DC	 9,479.57 
DC	 8,419.54 
FL	 6,523.78 
FL	 6,849.75 
FL	 6,845.37 
FL	 6,382.40 
FL	 7,061.41 
FL	 6,483.64 
FL	 6,449.05 
FL	 5,354.00 
FL	 6,403.96 
FL	 5,837.63 
FL	 5,709.10 
FL	 7,558.90 
FL	 6,301.66 
FL	 7,246.35 
FL	 5,777.48 
FL	 5,983.00 
FL	 5,570.00 
FL	 5,422.00 
FL	 5,754.38 
FL	 6,119.00 
FL	 5,625.50 
FL	 5,530.19 
FL	 5,689.87 
FL	 5,598.46 
FL	 5,511.06 
FL	 6,134.05 
FL	 7,314.68 
FL	 5,892.26 
FL	 6,619.00 
FL	 5,840.75 
FL	 5,664.03 
FL	 5,689.80 
FL	 6,745.63 
FL	 7,055.78 
FL	 5,847.81 
FL	 5,883.75 
FL	 5,519.63 
FL	 6,288.79 
FL	 5,874.57 
FL	 7,020.85 
FL	 9,370.64 
FL	 6,721.00 
FL	 6,010.13 
FL	 7,833.23 
FL	 6,341.05 
FL	 8,117.62 
FL	 7,024.16 
FL	 6,765.06 
FL	 5,982.15 
FL	 6,204.91 
FL	 5,418.00 
FL	 5,820.00 
FL	 8,229.13 
FL	 5,826.00 
FL	 5,917.97 
FL	 5,560.54 
FL	 5,906.22 
FL	 5,702.36 
FL	 5,344.64 
FL	 5,417.00 
FL	 6,160.16 
FL	 6,007.46 
FL	 5,545.62 
FL	 5,829.60 
FL	 5,325.50 
FL	 6,010.68 
FL	 5,441.06 
FL	 5,953.00 
FL	 5,910.45 
FL	 6,195.56 
FL	 5,842.80 
FL	 8,755.26 
FL	 6,158.84 
FL	 5,822.31 
FL	 5,364.10 
FL	 5,825.00 
FL	 7,336.82 
FL	 5,990.07 
FL	 5,493.16 
FL	 5,610.00 
FL	 5,390.00 
GA	 5,754.72 
GA	 7,530.57 
GA	 9,719.03 
GA	 6,175.52 
GA	 6,112.90 
GA	 6,298.77 
GA	 6,513.19 
GA	 6,218.00 
GA	 6,388.00 
GA	 6,062.51 
GA	 7,150.12 
GA	 5,687.57 
GA	 5,407.91 
GA	 6,946.70 
GA	 6,434.71 
GA	 6,812.36 
GA	 5,528.84 
GA	 5,447.86 
GA	 6,364.48 
GA	 6,985.11 
GA	 6,024.25 
GA	 8,246.04 
GA	 5,531.71 
GA	 6,593.66 
GA	 5,939.40 
GA	 5,986.72 
GA	 6,550.00 
GA	 6,156.66 
GA	 5,543.83 
HI	 10,982.04 
ID	 6,377.66 
ID	 6,344.42 
ID	 6,117.17 
ID	 6,324.44 
ID	 7,910.27 
ID	 6,267.00 
IL	 7,542.92 
IL	 18,420.56 
IL	 7,598.06 
IL	 5,432.41 
IL	 6,658.83 
IL	 6,744.33 
IL	 6,444.33 
IL	 5,957.40 
IL	 6,856.21 
IL	 5,691.60 
IL	 6,563.08 
IL	 7,427.75 
IL	 7,862.81 
IL	 6,313.57 
IL	 6,732.84 
IL	 17,347.00 
IL	 6,665.03 
IL	 6,398.53 
IL	 9,793.31 
IL	 6,682.12 
IL	 6,637.20 
IL	 10,459.60 
IL	 6,036.14 
IL	 5,837.73 
IL	 6,603.25 
IL	 5,726.05 
IL	 6,098.70 
IL	 6,409.41 
IL	 9,434.00 
IL	 6,176.90 
IL	 6,539.29 
IL	 5,850.61 
IL	 6,806.85 
IL	 5,329.00 
IL	 6,651.16 
IL	 6,694.66 
IL	 6,956.03 
IL	 8,214.42 
IL	 8,783.25 
IL	 6,586.09 
IL	 10,278.56 
IL	 7,953.76 
IL	 6,693.00 
IL	 6,823.14 
IL	 5,747.54 
IL	 7,198.38 
IL	 6,311.91 
IL	 6,765.76 
IL	 6,033.42 
IL	 9,166.07 
IL	 5,888.64 
IL	 7,769.86 
IN	 6,980.20 
IN	 7,409.42 
IN	 6,675.53 
IN	 6,660.56 
IN	 6,352.89 
IN	 6,808.68 
IN	 6,109.21 
IN	 6,216.34 
IN	 6,520.00 
IN	 6,106.66 
IN	 6,372.66 
IN	 7,244.95 
IN	 5,663.36 
IN	 5,944.92 
IN	 6,999.53 
IN	 6,364.50 
IN	 9,764.93 
IN	 7,081.64 
IN	 6,245.15 
IN	 5,590.67 
IN	 7,257.54 
IN	 6,041.69 
IN	 6,515.30 
IN	 6,066.27 
IN	 5,657.00 
IN	 6,334.03 
IN	 6,579.76 
IN	 5,504.20 
IN	 6,064.52 
IN	 6,151.22 
IN	 5,940.36 
IN	 5,516.22 
IN	 5,642.27 
IN	 6,263.72 
IN	 5,417.00 
IN	 8,782.21 
IN	 5,103.00 
IA	 5,945.69 
IA	 5,843.29 
IA	 6,200.72 
IA	 5,739.95 
IA	 5,866.66 
IA	 8,632.10 
IA	 6,299.95 
IA	 5,368.45 
IA	 5,697.85 
IA	 6,614.50 
IA	 6,365.53 
IA	 6,379.15 
IA	 5,752.27 
IA	 5,831.42 
KS	 6,075.57 
KS	 7,485.12 
KS	 5,589.87 
KS	 6,588.23 
KS	 7,305.38 
KS	 5,548.06 
KS	 6,348.29 
KS	 5,622.50 
KS	 6,278.46 
KS	 7,334.66 
KS	 5,476.46 
KS	 6,643.00 
KS	 5,332.51 
KS	 5,266.00 
KS	 5,513.00 
KS	 5,266.00 
KY	 6,790.47 
KY	 5,851.00 
KY	 5,893.29 
KY	 6,416.32 
KY	 5,473.52 
KY	 6,743.29 
KY	 7,503.46 
KY	 6,806.47 
KY	 7,375.00 
KY	 6,116.70 
KY	 5,833.35 
KY	 8,706.13 
KY	 6,795.35 
KY	 5,353.28 
KY	 5,932.16 
KY	 5,454.88 
KY	 5,356.62 
KY	 7,764.31 
LA	 6,914.91 
LA	 5,471.68 
LA	 5,778.66 
LA	 6,379.63 
LA	 5,788.33 
LA	 7,052.20 
LA	 8,870.52 
LA	 8,159.56 
LA	 7,031.40 
LA	 5,506.72 
LA	 10,501.81 
LA	 7,639.05 
LA	 7,010.92 
LA	 6,379.64 
LA	 6,527.02 
LA	 6,606.62 
LA	 5,681.62 
LA	 6,359.21 
LA	 6,174.06 
LA	 6,234.00 
LA	 5,873.61 
LA	 6,070.23 
LA	 6,785.69 
LA	 5,411.83 
LA	 5,348.60 
ME	 7,322.59 
ME	 6,361.28 
ME	 7,225.66 
MD	 6,106.14 
MD	 10,885.08 
MD	 7,626.12 
MD	 6,462.33 
MD	 10,352.72 
MD	 12,856.22 
MD	 10,652.88 
MD	 8,596.79 
MD	 8,331.82 
MD	 11,198.66 
MD	 5,813.86 
MD	 8,715.17 
MD	 16,878.45 
MD	 12,268.50 
MD	 8,829.00 
MD	 7,393.28 
MD	 6,741.08 
MD	 8,958.90 
MD	 5,711.55 
MD	 8,194.13 
MD	 8,146.34 
MA	 7,414.42 
MA	 7,302.72 
MA	 8,463.32 
MA	 7,516.28 
MA	 7,374.96 
MA	 9,233.62 
MA	 6,833.00 
MA	 7,935.47 
MA	 9,265.93 
MA	 7,958.42 
MA	 8,963.42 
MA	 6,894.72 
MA	 7,037.57 
MA	 10,300.50 
MA	 8,159.07 
MA	 6,961.16 
MA	 9,795.64 
MA	 7,697.66 
MA	 11,240.50 
MA	 6,582.75 
MA	 7,024.00 
MA	 10,010.11 
MA	 9,084.21 
MA	 7,494.70 
MA	 7,966.00 
MI	 6,323.88 
MI	 7,566.67 
MI	 7,385.92 
MI	 7,179.50 
MI	 6,422.90 
MI	 7,666.27 
MI	 6,001.66 
MI	 7,015.00 
MI	 7,884.64 
MI	 5,819.58 
MI	 9,834.92 
MI	 6,293.92 
MI	 7,267.70 
MI	 6,469.12 
MI	 6,187.94 
MI	 6,423.32 
MI	 6,239.33 
MI	 6,364.13 
MI	 7,236.39 
MI	 10,062.76 
MI	 6,737.00 
MI	 7,301.76 
MI	 7,543.17 
MI	 7,306.27 
MI	 6,327.68 
MI	 8,475.00 
MI	 6,600.12 
MI	 7,926.62 
MI	 6,997.72 
MI	 6,661.78 
MI	 7,618.20 
MI	 5,952.08 
MI	 6,807.95 
MI	 6,684.85 
MI	 7,463.76 
MI	 8,599.56 
MI	 7,145.33 
MI	 6,608.46 
MI	 6,303.11 
MI	 7,582.93 
MN	 6,678.91 
MN	 6,791.35 
MN	 8,031.65 
MN	 7,831.68 
MN	 8,047.35 
MN	 6,381.72 
MN	 7,602.57 
MN	 13,234.35 
MN	 6,216.76 
MN	 7,529.80 
MN	 7,211.00 
MN	 6,425.69 
MN	 8,478.19 
MN	 7,288.58 
MS	 10,017.36 
MS	 6,370.63 
MS	 5,848.66 
MS	 6,275.09 
MS	 6,593.29 
MS	 6,068.05 
MS	 5,768.25 
MS	 6,025.01 
MS	 6,310.42 
MS	 6,312.64 
MS	 6,034.94 
MS	 6,094.75 
TX	 5,994.00 
MS	 5,519.29 
MS	 5,734.57 
MS	 6,081.23 
MO	 5,800.48 
MO	 6,059.33 
MO	 8,452.81 
MO	 5,382.50 
MO	 6,028.96 
MO	 6,708.50 
